OTU_ID	Average_abundance	Total_variances	Temporal_variances	Spatial_variances	Technical_variances	Taxonomy
36	0.000189200834961905	6.60072866490311e-08	6.42306744662694e-08	0	1.77661218276173e-09	Root; 100%; Bacteria; 100%; "Proteobacteria"; 100%; Gammaproteobacteria; 100%; "Enterobacteriales"; 100%; Enterobacteriaceae; 100%; Escherichia/Shigella; 79%
37	0.00037944041961623	1.90598295955555e-07	1.82129291285616e-07	0	8.4690046699396e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Enterococcaceae; 100%; Enterococcus; 100%
38	0.00642097244922086	1.7265483930895e-05	1.37529838297021e-05	1.80648410852152e-06	1.70601599267142e-06	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Ruminococcus2; 42%
39	0.000140277186326051	9.83710989351053e-08	9.21830193386877e-08	0	6.18807959641763e-09	Root; 100%; Bacteria; 100%; "Proteobacteria"; 100%; Gammaproteobacteria; 100%; "Enterobacteriales"; 100%; Enterobacteriaceae; 100%; Salmonella; 98%
40	3.45240268342345e-07	9.95613308873451e-12	0	0	9.95613308873451e-12	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Lactobacillaceae; 100%; Lactobacillus; 100%
41	0.00347647458487367	2.42255560512962e-05	2.36956363341036e-05	0	5.29919717192548e-07	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; Bacteroidaceae; 100%; Bacteroides; 100%
42	0.0020463941212005	1.13093373883837e-06	8.40777350120155e-07	7.80721523874679e-08	2.12084236330751e-07	Root; 100%; Bacteria; 100%; "Actinobacteria"; 57%; Actinobacteria; 57%; Coriobacteridae; 54%; Coriobacteriales; 54%; "Coriobacterineae"; 54%; Coriobacteriaceae; 54%; Denitrobacterium; 24%
43	0.00402678247015423	3.71807882012808e-05	3.03884246309632e-05	5.40629075510056e-06	1.38607281521706e-06	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Negativicutes; 100%; Selenomonadales; 100%; Acidaminococcaceae; 100%; Phascolarctobacterium; 100%
44	0.0042507636800929	6.14362303427912e-05	6.10114432737179e-05	0	4.24787069073304e-07	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; Bacteroidaceae; 100%; Bacteroides; 100%
45	0.0021237381534434	1.42170452506093e-06	6.9461026786051e-07	4.43827527914195e-07	2.83266729286226e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 99%; Ruminococcaceae; 99%; Intestinimonas; 72%
46	0.00182932110526314	3.77309297330895e-06	3.16946270123787e-06	4.09596033381695e-07	1.94034238689378e-07	Root; 100%; Bacteria; 100%; Firmicutes; 98%; Clostridia; 98%; Clostridiales; 98%; Ruminococcaceae; 74%; Flavonifractor; 19%
47	0.00227994932589273	1.99393419760095e-06	1.08663001743758e-06	7.51913568297834e-07	1.55390611865532e-07	Root; 100%; Bacteria; 100%; Firmicutes; 84%; Clostridia; 53%; Clostridiales; 43%; Ruminococcaceae; 17%; Cellulosibacter; 13%
48	0.00212049504115964	5.21801005483004e-06	8.24008990579108e-07	3.64122579465677e-06	7.52775269594162e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Peptostreptococcaceae; 100%; Intestinibacter; 88%
49	0.00347271157705277	1.51162356500086e-05	1.17755182044219e-05	2.61964784260579e-06	7.21069602980913e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 99%; Clostridium XlVa; 78%
50	0.00199258011315742	7.85111843072086e-06	7.42543786038955e-06	4.37145005806597e-08	3.81966069750649e-07	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; "Rikenellaceae"; 100%; Alistipes; 100%
51	3.49387029318329e-07	9.63193538188717e-12	0	0	9.63193538188717e-12	Root; 100%; Bacteria; 100%; "Proteobacteria"; 100%; Gammaproteobacteria; 100%; Pseudomonadales; 100%; Pseudomonadaceae; 100%; Pseudomonas; 98%
52	0.00175699608077219	8.66649647392071e-06	7.07432230494036e-06	1.40564058308592e-06	1.8653358589443e-07	Root; 100%; Bacteria; 100%; Firmicutes; 96%; Clostridia; 95%; Clostridiales; 95%; Ruminococcaceae; 78%; Anaerotruncus; 39%
53	0.00127525353074758	1.14371433554739e-06	9.02628892693555e-07	1.21152120337427e-07	1.19933322516412e-07	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Clostridia; 99%; Clostridiales; 99%; Lachnospiraceae; 93%; Clostridium XlVb; 80%
54	0.00346438385700973	2.53515673680651e-05	2.07511370295375e-05	2.55003026640607e-06	2.05040007212152e-06	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 95%; Clostridium XlVa; 33%
55	0.00306908129894032	1.2297714692246e-05	1.19213080264745e-05	0	3.76406665771519e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Roseburia; 54%
56	0.00100199574965332	1.45953698726435e-06	1.19299023152639e-06	1.66674882185136e-07	9.98718735528211e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Oscillibacter; 70%
57	0.000620228478147877	7.44305313393068e-07	6.29068440722275e-07	7.90210453383922e-08	3.62158273324012e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Streptococcaceae; 100%; Lactococcus; 100%
58	0.00142656912476849	2.40946279342493e-05	1.49737813093404e-05	7.85829583653244e-06	1.26255078837641e-06	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Clostridiaceae 1; 100%; Clostridium sensu stricto; 100%
59	0.00149311502072847	4.18921174520134e-06	4.00894696934839e-06	0	1.8026477585295e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Negativicutes; 100%; Selenomonadales; 100%; Acidaminococcaceae; 100%; Acidaminococcus; 100%
60	0.00131706859599319	4.19073304366201e-06	3.67634426263389e-06	3.81155671024159e-07	1.3323311000396e-07	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; Bacteroidaceae; 100%; Bacteroides; 100%
61	0.00197929399078558	7.62263257051211e-07	6.64937827692186e-07	0	9.73254293590254e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 98%; Coprococcus; 25%
62	0.00352098114848571	2.61085309797846e-05	2.51306291777756e-05	0	9.77901802008942e-07	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; Bacteroidaceae; 100%; Bacteroides; 100%
63	0.000599357073953996	1.12484016507091e-07	7.84469368684416e-08	0	3.40370796386496e-08	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Coriobacteridae; 100%; Coriobacteriales; 100%; "Coriobacterineae"; 100%; Coriobacteriaceae; 100%; Asaccharobacter; 51%
64	0.00149899846675349	7.69860536538336e-06	7.28799348653931e-06	0	4.10611878844048e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Clostridium XlVa; 44%
65	0.000519088942445399	1.55312047319564e-07	6.14939632409819e-08	6.94460168930719e-08	2.43720671855107e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 100%
66	0.000708482119738808	2.61954200793017e-07	1.95532340004525e-07	0	6.64218607884921e-08	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Coriobacteridae; 100%; Coriobacteriales; 100%; "Coriobacterineae"; 100%; Coriobacteriaceae; 100%; Eggerthella; 100%
67	0.000875145014373667	7.57916238640263e-07	6.69378733856912e-07	0	8.85375047833508e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 99%; Anaerosporobacter; 21%
68	0.000986182644106126	2.28722878442276e-06	2.1481209986564e-06	9.61003665094689e-08	4.30074192568905e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Clostridium IV; 65%
69	0.00107197503170452	2.30998158694518e-06	2.14589298372545e-06	0	1.64088603219732e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Lachnospiracea_incertae_sedis; 47%
70	0.00115734986585415	4.14889745705935e-06	4.11757054834136e-06	0	3.13269087179867e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Fusicatenibacter; 58%
71	0.000509004686906702	4.7184147853165e-06	0	4.55622394598967e-06	1.62190839326825e-07	Root; 100%; Bacteria; 100%; "Verrucomicrobia"; 100%; Verrucomicrobiae; 100%; Verrucomicrobiales; 100%; Verrucomicrobiaceae; 100%; Akkermansia; 100%
72	0.00102960942014806	8.60926863995882e-06	5.76107237439138e-06	2.60318990645447e-06	2.45006359112976e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Roseburia; 100%
73	0.000542721641439384	1.55926916446295e-07	1.32852516310466e-07	6.09163374747638e-09	1.69827663883525e-08	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Clostridia; 98%; Clostridiales; 98%; Clostridiales_Incertae Sedis XIII; 63%; Mogibacterium; 45%
74	0.00039967378609395	5.65702081450974e-08	3.01170177347453e-08	1.88149370311167e-08	7.63825337923544e-09	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Coriobacteridae; 100%; Coriobacteriales; 100%; "Coriobacterineae"; 100%; Coriobacteriaceae; 100%; Gordonibacter; 100%
75	0.000736933427377207	1.1490996538463e-06	4.09684831499798e-07	6.99572388230618e-07	3.98424341158814e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Erysipelotrichia; 100%; Erysipelotrichales; 100%; Erysipelotrichaceae; 100%; Turicibacter; 100%
76	0.000618051598261842	2.96476180551342e-07	2.42064603607204e-07	0	5.44115769441378e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Erysipelotrichia; 100%; Erysipelotrichales; 100%; Erysipelotrichaceae; 100%; Clostridium XVIII; 100%
77	0.000334679379201598	7.78932741269907e-08	5.65247604973748e-08	1.6455853094911e-08	4.91266053470482e-09	Root; 100%; Bacteria; 100%; Firmicutes; 97%; Clostridia; 93%; Clostridiales; 92%; Clostridiales_Incertae Sedis XIII; 49%; Anaerovorax; 39%
78	0.000631607440367033	1.37960440071404e-06	8.13456383571883e-07	4.99815461465515e-07	6.63325556766379e-08	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; "Prevotellaceae"; 100%; Paraprevotella; 100%
79	0.000589420097567345	7.74098337948233e-07	6.88053445945789e-07	0	8.60448920024443e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 99%; Lachnobacterium; 49%
80	0.000799986338691502	1.4336859065973e-06	1.11712086328102e-06	2.47543847056235e-07	6.90211962600471e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 97%; Clostridium XlVa; 67%
81	0.000510825043372719	4.40728804909515e-07	4.21819201343528e-07	0	1.89096035659873e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Clostridium IV; 100%
82	0.000367787032950111	1.55154406356897e-07	1.13474557871284e-07	3.17486829364823e-08	9.93116554913127e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Erysipelotrichia; 100%; Erysipelotrichales; 100%; Erysipelotrichaceae; 100%; Erysipelotrichaceae_incertae_sedis; 100%
83	0.000564830790778905	3.05619512383694e-07	1.64063488188519e-07	1.0855056608856e-07	3.30054581066157e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 99%; Coprococcus; 34%
84	0.000590673622518648	1.84335456884448e-07	1.46951749236833e-07	0	3.73837076476145e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 59%
85	0.00064735111054822	1.9838163599425e-06	1.88877928831136e-06	0	9.50370716311394e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Erysipelotrichia; 100%; Erysipelotrichales; 100%; Erysipelotrichaceae; 100%; Coprobacillus; 84%
86	0.000299493657550714	9.08978408671175e-08	5.60368010805464e-08	2.15806334473833e-08	1.32804063391878e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Subdoligranulum; 66%
87	0.000125283179165548	4.52926148765218e-08	2.6575011163438e-08	1.651433729787e-08	2.20326641521379e-09	Root; 100%; Bacteria; 100%; Firmicutes; 75%; Negativicutes; 26%; Selenomonadales; 26%; Veillonellaceae; 25%; Dendrosporobacter; 15%
88	0.000660411929524951	1.26274372458521e-06	1.11934639920394e-06	0	1.43397325381267e-07	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; "Porphyromonadaceae"; 100%; Parabacteroides; 100%
89	0.000302791847964151	7.12883981321931e-08	5.96054251659581e-08	0	1.1682972966235e-08	Root; 100%; Bacteria; 100%; Firmicutes; 98%; Clostridia; 98%; Clostridiales; 98%; Ruminococcaceae; 93%; Clostridium IV; 81%
90	0.000470461966061683	6.89000875279025e-07	6.65296778190156e-07	0	2.37040970888695e-08	Root; 100%; Bacteria; 100%; "Proteobacteria"; 100%; Betaproteobacteria; 100%; Burkholderiales; 100%; Sutterellaceae; 100%; Parasutterella; 100%
91	0.000221669911441953	7.91975722241087e-08	5.73344808527102e-08	1.27449303802109e-08	9.11816099118752e-09	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 98%; "Bacteroidia"; 71%; "Bacteroidales"; 71%; "Rikenellaceae"; 40%; Alistipes; 23%
92	0.000181545138031322	2.92656940648841e-08	1.99154558265159e-08	6.92381338546815e-09	2.42642485289998e-09	Root; 100%; Bacteria; 100%; Firmicutes; 98%; Clostridia; 98%; Clostridiales; 97%; Defluviitaleaceae; 43%; Defluviitalea; 43%
93	0.000350111829856661	1.09836535651142e-06	4.91403081714457e-07	6.0092243506603e-07	6.03983973092992e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 96%; Lachnospiracea_incertae_sedis; 81%
94	0.00059835508836171	1.04222836817742e-06	9.4618347621475e-07	6.93589329914098e-08	2.66859589712609e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 99%; Flavonifractor; 77%
95	0.000420870840452447	7.63651387244208e-08	2.41900449273131e-08	4.15317723772636e-08	1.0643321419844e-08	Root; 100%; Bacteria; 100%; Firmicutes; 95%; Clostridia; 93%; Clostridiales; 93%; Clostridiales_Incertae Sedis XIII; 46%; Anaerovorax; 40%
96	0.000155723605634752	2.58731118098256e-08	1.01026812251935e-08	1.46600517735746e-08	1.11037881105741e-09	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Coriobacteridae; 100%; Coriobacteriales; 100%; "Coriobacterineae"; 100%; Coriobacteriaceae; 100%; Asaccharobacter; 20%
97	0.000332124546702841	1.24236410414056e-07	1.04991327392503e-07	6.89462909984294e-09	1.23504539217095e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 98%; Dorea; 46%
98	0.000245788649021056	3.06014809848428e-07	2.00584680292963e-07	9.65453663029535e-08	8.88476325251091e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 99%; Clostridiales; 99%; Ruminococcaceae; 96%; Sporobacter; 43%
99	0.00017386330251902	2.41443128059968e-07	2.12519283537929e-07	2.32894723181592e-08	5.63437220388008e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 85%; Sporobacter; 41%
100	0.000298698201912969	2.84955409782149e-07	1.75861449141005e-07	6.9568143411377e-08	3.95258172297664e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 98%; Clostridium XlVb; 98%
101	0.000204027424176199	3.82133824150049e-07	6.05869851084756e-08	3.04332754555537e-07	1.72140844860361e-08	Root; 100%; Bacteria; 100%; "Proteobacteria"; 100%; Gammaproteobacteria; 100%; Pasteurellales; 100%; Pasteurellaceae; 100%; Haemophilus; 69%
102	0.000369503786776124	1.0865441995988e-06	3.24989757421286e-07	6.28181578404523e-07	1.33372863772989e-07	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Clostridium XlVa; 65%
103	0.000322998436283085	7.7168424277717e-07	7.47934002233807e-07	0	2.37502405433635e-08	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Clostridium XlVa; 57%
104	0.00013624232193836	1.00401234772575e-08	1.44607807923811e-09	4.39267489357274e-09	4.20137050444662e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Clostridium XlVa; 80%
105	0.000239372859741354	1.1743711018773e-07	7.85812866569459e-08	3.533934150413e-08	3.51648202665375e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 99%; Clostridiales; 99%; Ruminococcaceae; 99%; Oscillibacter; 99%
106	0.000284502536104412	2.00719738789985e-07	1.94726243872006e-07	0	5.9934949179785e-09	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 99%; Oscillibacter; 98%
107	0.000306852595160206	2.139389158959e-08	1.40433675149235e-08	0	7.35052407466645e-09	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Actinobacteridae; 100%; Actinomycetales; 100%; Actinomycineae; 100%; Actinomycetaceae; 100%; Actinomyces; 100%
